app_language,geo,event_type,count
fa_IR,EU;RU,in_app_currency_action,9
es_MX,NA;MX,start,138
es_CO,SA;CO,action,1347
en_US,NA;BS,in_app_currency_action,1
en_US,EU;UA,action,499
en_US,EU;MK,action,468
en_US,AS;TH,start,35
en_US,AS;QA,perf,100
en_US,AS;IN,page_view,504
en_US,AF;EG,action,2680
en_PH,AS;ID,timing,434
en_NZ,OC;NZ,timing,742
en_NZ,EU;GB,foreground,2
en_GB,EU;MT,page_view,2
en_GB,EU;LT,session_end,4
en_GB,EU;BA,perf,8
en_GB,EU;AL,start,12
en_GB,AS;OM,foreground,12
en_CA,AS;KR,background,5
en_AU,AS;SA,background,15
de_DE,EU;DE,page_view,3934
bg_BG,EU;DE,session_end,3
ar_IL,AS;SA,background,4
ar_EG,AS;KW,page_view,9
ar_EG,AF;EG,in_app_currency_action,56
ar_AE,EU;SE,background,8
ar_AE,AS;AE,action,791
ar_AE,AF;EG,page_view,101
zh_HK,AS;HK,perf,555
tr_TR,EU;DE,in_app_currency_action,107
ru_RU,EU;DE,background,8
ru_RU,AS;AZ,background,57
ro_RO,EU;FR,background,28
iw_IL,;;;;;,session_end,1
hu_HU,EU;DE,start,5
fi_FI,EU;FI,perf,133
es_US,SA;PY,in_app_currency_action,32
es_US,NA;CR,page_view,88
en_ZA,AS;PH,page_view,3
en_ZA,AS;AE,foreground,22
en_ZA,AF;ZA,foreground,71
en_US,SA;CO,perf,14
en_US,SA;BR,session_end,6
en_US,NA;PR,page_view,92
en_US,EU;PT,start,2
en_US,EU;BA,page_view,33
en_US,AS;MY,timing,1453
en_US,AF;KE,background,1
en_PH,AS;PH,foreground,336
en_GB,NA;US,in_app_currency_action,38
en_GB,EU;SE,perf,31
en_GB,EU;GB,in_app_currency_action,1624
en_GB,EU;DE,foreground,40
en_GB,EU;CY,perf,34
en_GB,EU;AT,action,117
en_GB,AS;PH,in_app_currency_action,24
en_GB,AS;AZ,foreground,3
en_GB,AF;NG,start,15
en_CA,NA;CA,action,17037
en_CA,EU;DE,background,6
de_CH,EU;IT,timing,25
ar_AE,AS;OM,timing,228
ar_AE,;;;;;,perf,36
th_TH,AS;MY,timing,212
sv_SE,AS;TH,perf,11
ru_RU,EU;UA,page_view,230
ru_RU,EU;LT,start,13
ro_RO,EU;DE,perf,36
pt_BR,SA;PE,timing,1
pl_PL,EU;BE,background,2
nl_BE,EU;NL,in_app_currency_action,9
ms_MY,AS;MY,foreground,5
ko_KR,AS;KR,start,22
it_IT,EU;CH,start,4
hu_HU,EU;GB,timing,146
fr_MA,AF;MA,background,2
fr_FR,AF;RE,session_end,7
fa_IR,AS;AE,background,17
et_EE,EU;FI,action,12
es_PE,SA;PE,session_end,69
es_ES,SA;EC,timing,945
es_EC,SA;EC,background,1
en_US,OC;PW,background,1
en_US,OC;MP,timing,5
en_US,EU;HR,start,7
en_US,EU;GB,action,4796
en_US,EU;AT,page_view,59
en_US,AS;IR,timing,44
en_US,;;;;;,background,7
en_PK,AS;PK,perf,6
en_GB,EU;BG,timing,3
en_GB,AS;JO,action,427
en_GB,AS;ID,foreground,96
en_AU,AF;EG,foreground,46
de_DE,EU;IT,foreground,10
ar_JO,AS;SA,page_view,9
ar_EG,EU;GB,start,5
ar_AE,AS;KW,start,57
ar_AE,AF;MA,timing,194
zh_CN,NA;US,background,5
sq_AL,EU;AL,background,1
ru_RU,;;;;;,action,243
pt_PT,EU;BE,perf,2
lt_LT,EU;GB,perf,3
fr_FR,AS;TR,start,1
fr_FR,AF;CI,in_app_currency_action,10
es_US,NA;CR,foreground,61
es_PR,NA;PR,start,2
es_MX,NA;MX,action,8222
es_ES,SA;BR,perf,16
es_CO,SA;CL,page_view,12
en_ZA,AS;PH,foreground,1
en_US,NA;PR,foreground,41
en_US,EU;PL,start,4
en_US,EU;ES,page_view,202
en_US,EU;BA,foreground,48
en_US,AS;TR,background,4
en_US,AS;TH,action,1337
en_US,AS;MY,session_end,317
en_GB,OC;AU,foreground,2
en_GB,EU;NO,in_app_currency_action,23
en_GB,EU;AL,action,425
en_GB,AS;VN,background,1
en_GB,AS;OM,timing,11
en_GB,AF;MU,session_end,8
en_GB,AF;GH,foreground,3
de_DE,EU;LU,in_app_currency_action,11
de_CH,EU;IT,session_end,4
ca_ES,EU;ES,page_view,60
ar_SA,AS;SA,page_view,19
ar_EG,AS;SA,background,42
ar_EG,AS;QA,perf,2
ar_AE,AS;OM,session_end,42
vi_VN,AS;VN,page_view,1493
tr_TR,EU;AT,perf,79
sv_SE,OC;AU,start,2
ru_RU,EU;GB,foreground,7
ro_RO,EU;RO,action,8962
pt_PT,SA;BR,action,1179
ko_KR,AS;PH,session_end,1
in_ID,AS;ID,action,5678
hu_HU,EU;ES,page_view,7
fr_FR,EU;DE,timing,373
es_UY,SA;UY,background,54
es_US,SA;AR,timing,1336
es_US,NA;US,background,1033
es_GT,NA;GT,foreground,51
es_CO,SA;CL,session_end,32
en_US,NA;CR,action,17
en_US,EU;IE,timing,34
en_US,EU;ES,session_end,1
en_US,EU;BA,start,10
en_US,AS;KH,start,4
en_NZ,EU;GB,action,26
en_GB,EU;FR,background,20
en_GB,AS;TH,timing,386
en_CA,NA;US,foreground,8
en_CA,EU;GB,foreground,11
en_AU,AF;MU,perf,5
de_CH,EU;CH,start,80
ca_ES,EU;ES,session_end,59
ar_YE,NA;US,background,1
ar_SA,AS;SA,session_end,7
ar_IQ,EU;IE,perf,22
ar_EG,EU;SE,timing,102
ar_EG,EU;DK,start,6
ar_AE,EU;BE,action,234
ar_AE,AS;SA,action,8367
zh_CN,AS;CN,perf,15
vi_VN,AS;VN,foreground,943
uk_UA,EU;UA,page_view,72
sk_SK,EU;GB,in_app_currency_action,12
ru_RU,AS;KZ,perf,159
ro_RO,EU;GB,background,19
pt_BR,EU;PT,perf,1
hy_AM,AS;AM,timing,121
hu_HU,EU;ES,foreground,7
hr_HR,EU;FR,background,9
fr_FR,EU;DE,session_end,23
fr_FR,EU;CH,background,4
fr_CH,EU;CH,timing,216
es_US,SA;BR,page_view,2
es_US,SA;AR,session_end,207
es_ES,SA;CL,page_view,187
es_CO,SA;CO,in_app_currency_action,51
en_US,SA;CL,in_app_currency_action,7
en_US,EU;UA,in_app_currency_action,25
en_US,EU;MK,in_app_currency_action,20
en_US,EU;ES,start,19
en_US,AS;GE,start,2
en_US,AS;BD,background,36
en_MY,AS;MY,background,1
en_GB,EU;MT,action,3
en_GB,AS;TH,session_end,26
en_GB,AS;SA,action,3676
en_AU,AS;IN,action,441
el_GR,EU;CY,timing,2
ca_ES,EU;ES,start,10
bg_BG,EU;NL,start,4
ar_AE,AS;AE,in_app_currency_action,24
zh_CN,EU;DE,page_view,4
zh_CN,AS;CN,action,507
vi_VN,AS;VN,background,931
vi_VN,AS;SG,timing,8
ru_RU,EU;DE,start,4
ru_RU,AS;TW,session_end,2
ru_RU,AS;KZ,action,2726
ru_RU,AS;AZ,start,43
pt_PT,EU;DE,session_end,1
pt_BR,;;;;;,page_view,2
pl_PL,EU;IT,timing,17
it_IT,EU;BE,session_end,38
is_IS,EU;IS,session_end,6
hy_AM,EU;RU,page_view,45
hu_HU,EU;ES,background,7
fa_IR,EU;RU,timing,100
es_US,SA;CO,timing,1146
es_AR,NA;SV,session_end,2
en_US,NA;KN,perf,2
en_US,NA;BS,timing,13
en_US,AS;QA,in_app_currency_action,23
en_US,AS;BH,perf,26
en_US,AF;KE,start,1
en_PH,AS;MY,session_end,7
en_IE,EU;NO,page_view,11
en_GB,EU;NO,foreground,10
en_GB,EU;IT,start,17
en_GB,EU;BA,in_app_currency_action,5
en_CA,AF;RW,session_end,8
de_DE,EU;LU,foreground,11
de_DE,EU;GR,session_end,2
ar_EG,AF;EG,timing,356
ar_AE,AS;OM,perf,84
tr_TR,AS;AE,perf,2
ru_RU,AS;TM,timing,10
ru_RU,AS;AZ,in_app_currency_action,104
nb_NO,EU;NO,start,118
mk_MK,EU;MK,background,18
iw_IL,;;;;;,foreground,2
fr_FR,EU;FR,in_app_currency_action,1101
fr_FR,EU;BE,timing,914
es_VE,SA;VE,perf,12
es_ES,SA;AR,perf,198
es_ES,NA;US,start,39
es_ES,NA;PR,background,1
es_ES,EU;GB,start,2
es_EC,SA;AR,start,2
es_AR,SA;AR,action,1175
en_US,SA;BR,foreground,8
en_US,OC;PW,session_end,1
en_US,OC;AU,start,10
en_US,EU;RU,timing,549
en_US,AS;OM,action,379
en_US,AS;MY,page_view,514
en_US,AS;KR,action,20
en_GB,NA;KN,background,1
en_GB,EU;IT,in_app_currency_action,124
en_GB,EU;AT,session_end,6
en_GB,AS;KW,perf,79
en_GB,AS;CN,start,1
en_GB,AS;BH,background,48
en_GB,AF;MU,page_view,17
en_CA,NA;JM,timing,1
de_CH,EU;IT,page_view,18
ar_AE,AS;QA,action,1103
ar_AE,AS;OM,action,105
tr_TR,EU;DE,page_view,
tr_TR,AS;AE,start,
th_TH,AS;TH,action,
ru_RU,EU;UA,foreground,
ru_RU,EU;DE,timing,
ru_RU,AS;AZ,timing,
pl_PL,EU;SE,page_view,
hu_HU,EU;GB,session_end,
fr_CH,EU;LU,action,
fr_BE,EU;BE,in_app_currency_action,
es_US,SA;PY,page_view,
es_US,SA;PE,in_app_currency_action,
es_US,SA;CL,background,
es_US,NA;MX,in_app_currency_action,
es_ES,SA;EC,session_end,
es_CO,NA;MX,action,
en_US,OC;MP,session_end,
en_US,EU;PT,perf,
en_US,EU;NO,action,
en_US,EU;AT,foreground,
en_US,AS;PK,background,
en_US,AS;JO,perf,
en_US,AS;IR,session_end,
en_US,AS;HK,action,
en_SG,AS;SG,perf,
en_NZ,AF;EG,action,
en_GB,EU;IT,timing,
en_GB,EU;CH,page_view,
en_GB,AS;KW,start,
cs_CZ,EU;CZ,background,
ar_JO,AS;SA,foreground,
ar_AE,AF;MA,session_end,
tr_TR,EU;BG,timing,
ru_RU,AS;IL,start,
ru_RU,AS;AM,session_end,
ro_RO,EU;GB,perf,
pt_PT,AF;MZ,action,
nl_BE,EU;NL,foreground,
lo_LA,AS;LA,start,
hr_HR,EU;FR,perf,
fr_FR,EU;CH,perf,
fr_FR,AF;RE,perf,
fr_BE,EU;BE,page_view,
es_VE,SA;VE,page_view,
es_US,NA;MX,page_view,
es_US,EU;ES,timing,
es_PE,SA;PE,perf,
es_MX,NA;US,session_end,
es_ES,SA;AR,page_view,
es_EC,SA;AR,in_app_currency_action,
en_US,SA;EC,session_end,
en_US,SA;AR,in_app_currency_action,
en_US,OC;AU,in_app_currency_action,
en_US,NA;JM,session_end,
en_US,NA;CA,start,
en_US,EU;SE,start,
en_US,EU;CH,timing,
en_US,AS;BD,perf,
en_MY,AS;MY,perf,
en_IN,AS;IN,timing,
en_GB,EU;PT,timing,
en_GB,EU;MK,start,
en_GB,EU;DE,action,
en_GB,AF;EG,start,
en_EN,AS;MY,background,
cs_CZ,EU;DK,start,
zh_CN,EU;IE,timing,
zh_CN,AS;HK,foreground,
tr_TR,EU;DE,background,
sv_SE,EU;SE,timing,
sv_SE,AF;DZ,foreground,
sl_SI,EU;SI,perf,
ru_RU,EU;FR,start,
ru_RU,AS;TR,foreground,
pt_PT,EU;FR,session_end,
iw_IL,;;;;;,action,
it_CH,EU;CH,start,
hu_HU,EU;HU,timing,
fr_FR,AF;MA,perf,
fr_CH,EU;XK,perf,
et_EE,EU;FI,page_view,
es_US,SA;UY,start,
es_US,NA;PR,foreground,
es_US,NA;GT,session_end,
es_US,EU;ES,page_view,
es_MX,SA;CO,session_end,
es_ES,SA;CO,in_app_currency_action,
es_ES,NA;SV,timing,
es_ES,NA;HN,session_end,
es_CL,SA;CL,in_app_currency_action,
en_US,SA;BR,action,
en_US,NA;TT,session_end,
en_US,NA;AW,start,
en_US,EU;IT,timing,
en_US,EU;HU,action,
en_US,EU;CH,page_view,
en_US,AS;LK,perf,
en_US,AS;KW,start,
en_GB,NA;US,background,
en_GB,EU;PT,page_view,
en_GB,EU;NL,action,
en_GB,EU;GB,background,
en_GB,AS;TW,timing,
en_GB,AS;PH,background,
en_GB,AS;JO,page_view,
en_GB,AS;BD,in_app_currency_action,
en_AU,AS;AE,foreground,
ar_AE,EU;DE,start,
ar_AE,AS;JO,foreground,
zh_HK,AS;MY,perf,
vi_US,AS;VN,page_view,
tr_DE,EU;DE,start,
th_TH,AS;TH,in_app_currency_action,
ru_RU,EU;MD,action,
ro_RO,EU;DK,background,
pl_PL,EU;SE,action,
pl_PL,EU;DE,background,
nb_NO,EU;NO,foreground,
it_IT,AS;SA,page_view,
fr_MA,AF;MA,perf,
fr_FR,AF;TN,start,
fr_CA,EU;FR,action,
fa_IR,AS;AE,perf,
fa_IR,;;;;;,page_view,
es_US,NA;PA,in_app_currency_action,
es_US,NA;DO,start,
es_MX,NA;US,perf,
es_ES,SA;UY,background,
es_ES,NA;US,foreground,
es_ES,EU;GB,foreground,
es_EC,SA;EC,perf,
es_EC,SA;AR,foreground,
es_AR,SA;AR,timing,
en_US,OC;AU,foreground,
en_US,NA;JM,perf,
en_US,AS;VN,background,
en_US,AS;OM,timing,
en_US,AS;KR,timing,
en_US,AF;GH,foreground,
en_GB,EU;CH,action,
en_GB,AS;CN,foreground,
en_EN,AS;MY,session_end,
en_CA,NA;CA,page_view,
da_DK,;;;;;,start,
ar_AE,AS;QA,timing,
zh_CN,EU;AT,session_end,
zh_CN,AS;MY,background,
zh_CN,AS;CN,start,
uk_UA,EU;UA,in_app_currency_action,
sr_RS,EU;RS,action,
sl_SI,EU;SI,page_view,
ru_RU,EU;LT,action,
ru_RU,AS;KZ,start,
pl_PL,EU;PL,start,
pl_PL,EU;AT,perf,
nl_NL,EU;BE,perf,
nl_NL,EU;;;,foreground,
ms_MY,AS;MY,timing,
lt_LT,EU;LT,foreground,
ko_KR,AS;KR,action,
it_IT,EU;CH,action,
hy_AM,AS;AM,background,
fr_CH,EU;XK,page_view,
fr_CH,EU;CH,background,
fr_CA,NA;CA,in_app_currency_action,
fa_IR,EU;RU,foreground,
es_US,SA;CO,foreground,
es_US,SA;BR,in_app_currency_action,
es_US,NA;HN,perf,
es_MX,SA;CL,session_end,
es_ES,SA;CL,in_app_currency_action,
es_ES,NA;PA,session_end,
es_ES,EU;FR,foreground,
es_ES,EU;ES,start,
es_ES,AS;KR,perf,
es_DO,SA;CO,session_end,
en_US,NA;MX,perf,
en_US,NA;BS,foreground,
en_US,EU;HR,action,
en_US,EU;BE,session_end,
en_US,AS;SA,session_end,
en_US,AS;LK,page_view,
en_US,AF;EG,timing,
en_GB,EU;RO,background,
en_GB,EU;GR,timing,
en_GB,EU;DK,in_app_currency_action,
en_GB,AS;IL,session_end,
en_GB,AS;ID,timing,
de_DE,EU;RO,perf,
de_DE,EU;IT,timing,
bg_BG,EU;GB,session_end,
bg_BG,EU;DE,perf,
ar_EG,EU;GB,action,
ar_EG,AF;EG,foreground,
ar_EG,;;;;;,background,
ar_AE,AS;KW,action,
uk_UA,EU;UA,foreground,
th_TH,AS;MY,background,
sr_RS,EU;SI,in_app_currency_action,
ru_RU,EU;LV,timing,
pt_PT,EU;FR,page_view,
pt_BR,SA;PE,background,
hy_AM,AS;AM,session_end,
fr_CH,EU;CH,session_end,
fr_CA,NA;CA,foreground,
es_US,SA;BR,foreground,
es_US,NA;GT,page_view,
es_MX,SA;CO,page_view,
es_ES,SA;CL,foreground,
es_ES,SA;BO,in_app_currency_action,
es_ES,NA;PA,perf,
es_ES,NA;HN,page_view,
es_AR,SA;PE,in_app_currency_action,
es_AR,SA;CL,background,
en_US,SA;AR,action,
en_US,OC;MP,background,
en_US,NA;TT,page_view,
en_US,EU;CZ,action,
en_US,EU;BE,perf,
en_US,AS;SA,perf,
en_US,AS;IQ,background,
en_PK,AS;PK,start,
en_GB,EU;RO,session_end,
en_GB,EU;BG,background,
en_GB,AS;LB,timing,
en_GB,AS;IL,perf,
en_CA,AS;VN,start,
el_GR,EU;DE,in_app_currency_action,
de_DE,EU;AT,in_app_currency_action,
de_AT,EU;AT,background,
ar_IL,AS;SA,perf,
ar_EG,;;;;;,session_end,
ar_AE,OC;AU,page_view,
ar_AE,EU;IT,background,
ar_AE,AS;PH,in_app_currency_action,
zh_HK,AS;TW,background,
zh_CN,NA;US,session_end,
th_TH,NA;US,background,
ru_RU,EU;EE,foreground,
ro_RO,EU;FR,start,
pl_PL,EU;PL,action,
lt_LT,EU;LT,timing,
iw_IL,EU;FR,in_app_currency_action,
fr_FR,AF;CI,foreground,
es_UY,SA;UY,page_view,
es_US,NA;US,page_view,
es_US,NA;SV,background,
es_MX,SA;PY,in_app_currency_action,
es_ES,EU;FR,timing,
es_ES,EU;ES,action,
en_US,EU;FI,action,
en_US,AS;TR,session_end,
en_US,AS;QA,start,
en_US,AS;MY,perf,
en_US,AS;IL,in_app_currency_action,
en_NZ,OC;NZ,background,
en_GB,EU;FR,page_view,
en_GB,AS;NP,timing,
en_GB,AS;HK,foreground,
en_GB,AF;MU,perf,
en_CA,EU;DE,start,
en_AU,AS;QA,in_app_currency_action,
de_DE,AS;LB,background,
de_CH,EU;IT,perf,
ar_IL,AS;IL,in_app_currency_action,
ar_EG,AS;SA,session_end,
zh_CN,NA;US,perf,
tr_TR,EU;FR,page_view,
th_TH,NA;US,session_end,
sv_SE,AS;TH,action,
ru_RU,EU;RU,in_app_currency_action,
ru_RU,EU;FR,timing,
ro_RO,EU;DE,action,
it_CH,EU;CH,timing,
es_US,SA;UY,timing,
es_US,SA;CL,payment_action,
es_US,NA;SV,session_end,
es_MX,SA;PY,foreground,
es_ES,EU;RO,page_view,
es_CO,SA;AR,page_view,
en_US,SA;PE,start,
en_US,NA;AW,timing,
en_US,EU;SE,page_view,
en_US,EU;RO,in_app_currency_action,
en_US,AS;TR,perf,
en_US,AS;KW,timing,
en_GB,EU;MK,page_view,
en_GB,AS;ID,background,
en_AU,AF;EG,background,
el_GR,EU;DE,action,
de_DE,EU;IT,background,
de_DE,EU;AT,action,
de_DE,AS;LB,session_end,
da_DK,EU;DK,perf,
bg_BG,EU;DE,start,
ar_IL,AS;IL,foreground,
ar_AE,EU;DE,timing,
zh_CN,EU;AT,start,
vi_VN,AS;VN,perf,
sr_RS,EU;SI,timing,
ru_RU,EU;RU,foreground,
ro_RO,EU;GB,action,
pt_BR,SA;BR,start,
nl_BE,EU;NL,background,
hu_HU,EU;ES,perf,
hr_HR,EU;FR,action,
fr_FR,AF;RE,action,
es_PE,SA;PE,action,
es_MX,SA;CL,start,
es_ES,SA;BO,timing,
es_ES,NA;PA,start,
es_CO,SA;CO,session_end,
es_AR,SA;PE,timing,
en_US,NA;BB,page_view,
en_US,EU;RO,foreground,
en_US,EU;NL,page_view,
en_US,AS;SA,start,
en_US,AS;LB,page_view,
en_US,AF;EG,session_end,
en_GB,EU;SK,start,
en_GB,EU;GR,session_end,
en_GB,AS;IL,start,
en_GB,AS;AE,timing,
en_CA,NA;MX,page_view,
en_CA,AS;KR,in_app_currency_action,
en_AU,AS;SA,in_app_currency_action,
el_GR,EU;DE,timing,
de_AT,EU;DE,page_view,
bs_BA,EU;BA,foreground,
ar_AE,EU;SE,in_app_currency_action,
ar_AE,EU;GB,timing,
ar_AE,AS;PH,timing,
ar_AE,AS;AE,session_end,
zh_CN,AS;SG,timing,
ru_RU,EU;RU,session_end,
pt_PT,SA;BR,foreground,
pl_PL,EU;NO,foreground,
nl_NL,EU;;;,start,
ms_MY,AS;MY,action,
lt_LT,EU;LT,start,
iw_IL,EU;FR,perf,
it_IT,EU;IT,in_app_currency_action,
in_ID,AS;ID,foreground,
fr_FR,EU;PL,background,
fa_IR,EU;RU,start,
es_US,SA;CO,start,
es_MX,SA;PY,perf,
es_ES,EU;FR,start,
en_US,NA;CR,foreground,
en_US,NA;BS,start,
en_US,NA;BB,timing,
en_US,EU;RO,session_end,
en_US,EU;BG,background,
en_US,AS;LB,timing,
en_US,AS;IL,perf,
en_GB,EU;IE,in_app_currency_action,
en_GB,EU;GR,action,
en_GB,EU;BE,page_view,
en_GB,AS;SA,page_view,
en_GB,AS;NP,in_app_currency_action,
en_GB,AS;KH,perf,
en_GB,AS;IN,background,
en_GB,AS;ID,action,
en_CA,NA;MX,timing,
en_AU,AS;QA,perf,
en_AU,AS;IN,page_view,
en_AU,AF;EG,action,
de_DE,EU;IT,action,
de_AT,EU;DE,timing,
bs_BA,EU;BA,session_end,
ar_IL,AS;IL,perf,
ar_EG,AF;EG,start,
ar_AE,EU;BE,foreground,
ar_AE,AS;SA,foreground,
zh_CN,EU;DE,start,
zh_CN,AS;HK,background,
sv_SE,AS;TH,page_view,
sr_RS,EU;SE,perf,
sl_SI,EU;SI,action,
ru_RU,EU;AT,perf,
ro_RO,EU;DE,page_view,
pt_PT,AF;AO,perf,
pl_PL,EU;NO,session_end,
it_IT,OC;AU,page_view,
it_IT,EU;IT,background,
it_IT,EU;GB,in_app_currency_action,
in_ID,AS;ID,session_end,
fr_CH,EU;XK,action,
es_US,NA;US,in_app_currency_action,
es_ES,NA;GT,perf,
es_CR,NA;CR,background,
en_US,NA;DO,perf,
en_US,EU;RO,action,
en_US,AS;LK,action,
en_US,AS;AE,background,
en_US,AF;ZA,background,
en_PK,AS;PK,page_view,
en_GB,EU;RU,perf,
en_GB,EU;MT,timing,
en_GB,EU;FR,in_app_currency_action,
en_GB,AS;SA,timing,
en_GB,AS;PK,perf,
en_AU,AS;IN,timing,
bg_BG,EU;NL,foreground,
ar_AE,AS;SA,session_end,
zh_TW,AS;HK,start,
zh_CN,EU;AT,in_app_currency_action,
tr_TR,AS;TR,background,
th_TH,NA;US,page_view,
sr_RS,EU;RS,background,
pt_BR,SA;CO,foreground,
pt_BR,SA;BR,in_app_currency_action,
pl_PL,EU;NO,action,
pl_PL,EU;AT,foreground,
nl_NL,EU;BE,foreground,
mk_MK,EU;MK,perf,
it_IT,OC;AU,timing,
it_IT,EU;GB,background,
es_US,NA;SV,page_view,
es_US,NA;HN,foreground,
es_PY,SA;PY,start,
es_ES,SA;VE,start,
es_ES,SA;PY,action,
es_ES,NA;PR,perf,
es_ES,AS;KR,foreground,
es_BO,SA;BO,action,
en_US,NA;MX,foreground,
en_US,EU;HR,background,
en_US,AF;TZ,in_app_currency_action,
en_PK,AS;PK,timing,
en_NZ,OC;NZ,page_view,
en_GB,AS;QA,in_app_currency_action,
en_GB,AS;BH,perf,
de_DE,EU;RO,foreground,
bg_BG,EU;NL,session_end,
ar_EG,EU;NL,action,
ar_AE,AS;TR,start,
tr_TR,EU;FR,in_app_currency_action,
ru_RU,EU;FR,background,
ro_RO,EU;RO,perf,
ro_RO,EU;GB,page_view,
pt_PT,SA;BR,perf,
pt_BR,;;;;;,foreground,
nl_NL,EU;NL,in_app_currency_action,
it_CH,EU;CH,background,
in_ID,AS;ID,perf,
hr_HR,EU;FR,page_view,
hr_HR,EU;BA,start,
fr_FR,EU;PL,action,
fr_FR,EU;CH,page_view,
fr_FR,AS;KW,start,
fr_FR,AF;MA,timing,
es_UY,SA;UY,foreground,
es_US,SA;UY,background,
es_US,NA;US,foreground,
es_ES,NA;MX,start,
es_CO,SA;AR,in_app_currency_action,
en_US,NA;AW,background,
en_US,AS;KW,background,
en_US,AS;ID,in_app_currency_action,
en_US,AS;BD,page_view,
en_US,AS;AM,start,
en_NZ,EU;GB,perf,
en_MY,AS;MY,page_view,
en_IN,AS;QA,timing,
en_GB,EU;IE,session_end,
en_GB,EU;FR,foreground,
en_GB,AS;OM,perf,
en_GB,AS;NP,session_end,
en_GB,AS;IN,action,
en_AU,EU;GR,in_app_currency_action,
en_AU,AS;TR,start,
de_DE,EU;CH,timing,
da_DK,EU;DK,start,
ar_AE,EU;DE,background,
ar_AE,AS;SA,perf,
zh_CN,NA;US,in_app_currency_action,
zh_CN,EU;AT,action,
vi_VN,AS;SG,session_end,
tr_TR,EU;CH,perf,
ru_RU,EU;RU,timing,
ru_RU,AS;TW,start,
pt_PT,EU;PT,foreground,
pt_PT,EU;DE,start,
pt_BR,SA;BR,action,
pl_PL,EU;NO,page_view,
pl_PL,EU;NL,perf,
pl_PL,EU;IT,session_end,
pl_PL,EU;GB,foreground,
it_IT,EU;BE,start,
is_IS,EU;IS,start,
in_ID,AS;ID,page_view,
fr_CA,NA;CA,background,
fa_IR,AS;IR,perf,
es_MX,SA;CL,action,
es_MX,NA;MX,session_end,
es_ES,NA;PA,action,
es_ES,AS;GE,background,
es_AR,NA;SV,start,
en_US,NA;CR,page_view,
en_US,AS;TR,in_app_currency_action,
en_US,AS;TH,session_end,
en_US,AS;SA,action,
en_PH,AS;MY,start,
en_GB,EU;SK,action,
en_GB,EU;LT,timing,
en_GB,EU;DK,background,
en_GB,AS;IL,action,
en_CA,AF;RW,start,
en_AU,AS;MY,foreground,
de_DE,EU;GR,start,
de_CH,EU;AT,perf,
da_DK,EU;DK,in_app_currency_action,
bs_BA,EU;BA,timing,
ar_AE,EU;BE,page_view,
ar_AE,AS;SA,page_view,
vi_US,AS;VN,start,
tr_TR,NA;US,perf,
tr_TR,EU;GB,perf,
ru_RU,AS;TM,session_end,
ru_RU,AS;KZ,background,
ru_RU,;;;;;,session_end,
ro_RO,EU;RO,page_view,
pt_PT,SA;BR,page_view,
pl_PL,EU;PL,background,
pl_PL,EU;AT,timing,
it_IT,AS;SA,start,
fr_FR,EU;BE,session_end,
es_ES,NA;NI,perf,
es_ES,NA;DO,action,
es_ES,EU;ES,background,
en_US,SA;PE,timing,
en_US,EU;FI,background,
en_US,AS;MY,foreground,
en_US,AF;TZ,action,
en_NZ,EU;GB,page_view,
en_GB,EU;AT,start,
en_GB,EU;AL,session_end,
en_GB,AS;QA,action,
en_GB,AS;OM,page_view,
en_GB,AF;MU,foreground,
en_CA,NA;CA,start,
en_CA,AF;RW,in_app_currency_action,
de_DE,AS;TR,start,
de_CH,EU;IT,foreground,
bg_BG,EU;DE,timing,
ar_EG,AS;SA,in_app_currency_action,
ar_AE,AS;OM,foreground,
zh_TW,AS;HK,perf,
zh_CN,EU;AT,page_view,
th_TH,EU;DE,action,
sv_SE,EU;NO,session_end,
sr_RS,EU;SE,start,
ru_RU,EU;AT,start,
pt_BR,EU;PT,foreground,
nl_NL,EU;NL,action,
nl_BE,EU;BE,background,
iw_IL,AS;IL,in_app_currency_action,
it_IT,EU;GB,timing,
hr_HR,EU;BA,action,
es_US,SA;BO,foreground,
es_US,SA;AR,in_app_currency_action,
es_US,EU;SE,start,
es_PY,SA;PY,perf,
es_MX,SA;CL,page_view,
es_ES,SA;VE,perf,
es_ES,SA;PE,action,
es_ES,NA;PA,page_view,
es_ES,NA;GT,start,
en_US,NA;DO,start,
en_US,EU;IE,in_app_currency_action,
en_US,EU;GR,action,
en_US,EU;BE,page_view,
en_US,AS;SA,page_view,
en_US,AS;NP,in_app_currency_action,
en_US,AS;KH,perf,
en_US,AS;IN,background,
en_US,AS;ID,action,
en_GB,EU;MT,background,
en_GB,EU;FR,timing,
en_GB,EU;ES,action,
en_GB,AS;PK,start,
en_GB,AS;IL,page_view,
en_GB,AF;TZ,background,
en_AU,AS;OM,foreground,
el_GR,EU;GR,session_end,
de_DE,EU;DE,background,
de_CH,EU;CH,perf,
bg_BG,EU;GB,page_view,
bg_BG,EU;BG,session_end,
ar_EG,EU;DK,perf,
ar_EG,AS;KW,background,
ar_AE,AS;TR,perf,
ar_AE,AS;IL,foreground,
ar_AE,AF;EG,background,
zh_CN,AS;HK,in_app_currency_action,
tr_TR,EU;UA,timing,
sl_SI,EU;SI,session_end,
pt_PT,EU;FR,background,
pl_PL,EU;FR,page_view,
it_IT,EU;AL,timing,
fr_FR,AF;SN,action,
fr_CH,EU;XK,session_end,
fr_CA,SA;CO,foreground,
es_US,SA;VE,timing,
es_US,NA;GT,background,
